museo_id,museo_nombre,museo_tematica_n1,museo_fecha_fundacion,museo_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,museo_calle_numero,museo_colonia,museo_cp,museo_telefono1,pagina_web,pagina_web2,email,twitter,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
1435,Museo de la Mujer,Historia,08/03/2011,"Federación Mexicana de Universitarias, A.C.",9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,República de Bolivia 17 ,Centro ,6020,55 5795 9425,http://www.museodelamujer.org.mx,,contacto@museodelamujer.org.mx,museodelamujer,-99.13269,19.43943,http://sic.gob.mx/ficha.php?table=museo&table_id=1435,09/03/2021 06:42
710,Museo Ramón López Velarde,Historia,28/11/1991,"Fundación Casa del Poeta, I.A.P.",9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Av. Álvaro Obregón 73,Col. Roma,6700,55 5533 5456,www.casadelpoeta.iap.org.mx,https://www.facebook.com/casadelpoetaiap,casadelpoeta@prodigy.net.mx,@casadelpoetarlv,-99.15824,19.41883,http://sic.gob.mx/ficha.php?table=museo&table_id=710,04/05/2020 09:48
975,Museo Legislativo Los Sentimientos de la Nación,Historia,24/10/1994,"H. Cámara de Diputados/Dirección General de Servicios de Documentación , Información y Análisis",9,Ciudad de México,17,Venustiano Carranza,1,Venustiano Carranza,Av. Congreso de la Unión 66,Col. El Parque,15960,55 5036 0000 ext. 55088,http://museolegislativo.diputados.gob.mx/,,visitas.guiadas@diputados.gob.mx,,-99.1179,19.42967,http://sic.gob.mx/ficha.php?table=museo&table_id=975,05/03/2021 06:32
708,Museo del Instituto Cultural México Israel,Historia,19/10/1993,"Instituto Cultural México Israel, A.C.",9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Repúblia de El Salvador 41,Centro Histórico,6080,(55) 5709 8812,http://www.mexico-israel.org/index.php?id=3,,contacto@mexico-israel.org,,-99.1384,19.42964,http://sic.gob.mx/ficha.php?table=museo&table_id=708,07/05/2020 16:15
966,Museo Casa de León Trotsky,Historia,21/08/1990,"Instituto del Derecho de Asilo Museo Casa de León Trotsky, A.C.",9,Ciudad de México,3,Coyoacán,1,Coyoacán,Av. Río Churubusco 410,Col. Del Carmen Coyoacán,4100,55 5658 8732,,,museotrotsky@outlook.com,,-99.1593,19.35741,http://sic.gob.mx/ficha.php?table=museo&table_id=966,24/05/2021 03:24
502,"Maná, Museo de la Biblia",Historia,30/07/2000,"Maná, Museo de las Sagradas Escrituras, A.C.",9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo,Tonantzin 31,Col. Tlaxpana,11370,(55) 5591 0139,http://www.museodelabiblia.mx,,info@museodelabiblia.mx,,-99.16894,19.44334,http://sic.gob.mx/ficha.php?table=museo&table_id=502,27/04/2020 08:24
1806,Museo de la Tortura,Historia,06/04/2012,"Medieval Criminal Museum, A.C.",9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Calle Tacuba 15,Centro Histórico,6000,55 5521 4651,,,museomedieval@yahoo.com.mx,,-99.1384,19.43556,http://sic.gob.mx/ficha.php?table=museo&table_id=1806,05/03/2021 04:32
1313,Museo Memoria y Tolerancia,Historia,11/10/2010,"Memoria y Tolerancia, A.C.",9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Av. Juárez 8,Centro,6010,55 5130 5555,https://www.myt.org.mx/,,info@myt.org.mx,museomyt,-99.14467,19.43415,http://sic.gob.mx/ficha.php?table=museo&table_id=1313,05/03/2021 07:27
1867,Museo del Padre Pro,Historia,01/01/1995,Parroquia de la Sagrada Familia,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Puebla 144 entre Jalapa y Orizaba,Col. Roma,6700,55 5511 9035,http://padrepro.com.mx/museo-ppro.html,,padre.pro@hotmail.com,,-99.16116,19.42246,http://sic.gob.mx/ficha.php?table=museo&table_id=1867,24/04/2020 09:48
1285,Museo de los Ferrocarrileros,Historia,01/05/2006,Secretaría de Cultura de la Ciudad de México,9,Ciudad de México,5,Gustavo A. Madero,1,Gustavo A. Madero,Alberto Herrera s/n entre Hidalgo y Aquiles Serdán,Col. Aragón La Villa,7000,55 5118 6407,http://www.cultura.cdmx.gob.mx/recintos/mf,,museodelosferrocarrileros@gmail.com,,-99.11704,19.48142,http://sic.gob.mx/ficha.php?table=museo&table_id=1285,21/04/2020 06:39
705,Museo Nacional de la Revolución,Historia,20/11/1986,Secretaría de Cultura de la Ciudad de México,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Plaza de la República s/n,Col. Tabacalera,6030,55 5546 2115,http://www.cultura.cdmx.gob.mx/recintos/mnr,https://www.facebook.com/museorevolucion,mnr.difusion@gmail.com,museorevolucion,-99.15445,19.43615,http://sic.gob.mx/ficha.php?table=museo&table_id=705,22/04/2020 15:20
1176,Museo Panteón de San Fernando (cerrado por restauración),Historia,18/07/2006,Secretaría de Cultura de la Ciudad de México,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Plaza San Fernando 17,Col. Guerrero,6300,55 5518 4736,https://www.cultura.cdmx.gob.mx/recintos/mpsf,https://www.facebook.com/museopanteondesanfernandosecretariadeculturagdf/info,museopanteonsanfernando@hotmail.com,,-99.14826,19.43911,http://sic.gob.mx/ficha.php?table=museo&table_id=1176,22/04/2020 05:14
978,Museo Nacional de las Intervenciones,Historia,13/09/1981,Secretaría de Cultura/INAH,9,Ciudad de México,3,Coyoacán,1,Coyoacán,Calle 20 de Agosto esq. General Anaya s/n,Col. San Diego Churubusco,4120,"55 5604 3699, 5688 7926",http://www.inah.gob.mx/red-de-museos/311-museo-nacional-de-las-intervenciones,,munaint@gmail.com / cecilia_genel@inah.gob.mx,,-99.14879,19.35464,http://sic.gob.mx/ficha.php?table=museo&table_id=978,08/03/2021 05:02
802,Museo Nacional de las Culturas del Mundo,Historia,05/12/1965,Secretaría de Cultura/INAH,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Moneda 13,Centro Histórico,6060,55 5510 9922,http://www.museodelasculturas.mx/,,difusion.mnc@inah.gob.mx; gloria_artis@inah.gob.mx,MuseoCulturas,-99.13076,19.43271,http://sic.gob.mx/ficha.php?table=museo&table_id=802,08/12/2020 07:51
965,Museo Casa de Carranza,Historia,01/02/1961,Secretaría de Cultura/INAH,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Río Lerma 35 esq. Río Amazonas,Col. Cuauhtémoc,6500,(55) 5535 2920,http://museocasadecarranza.gob.mx/,,casa_carranza.museo@inah.gob.mx; lorenza_delrio@inah.gob.mx,mcasacarranza,-99.16348,19.43118,http://sic.gob.mx/ficha.php?table=museo&table_id=965,06/05/2020 12:49
1550,Museo de Tecpan (Cerrado por remodelación),Historia,01/01/1960,Secretaría de Cultura/INAH,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Av. Reforma Norte 630,"U.H. Tlatelolco, 3ra. sección",6300,55 5782 2240,,,za.tlatelolco@inah.gob.mx,,-99.13421,19.44997,http://sic.gob.mx/ficha.php?table=museo&table_id=1550,05/03/2021 04:58
673,Museo Nacional de Historia Castillo de Chapultepec (cerrado temporalmente por covid),Historia,27/09/1944,Secretaría de Cultura/INAH,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo,Primera Sección del Bosque de Chapultepec s/n,Col. San Miguel Chapultepec,11580,55 4040 5214,https://mnh.inah.gob.mx/,http://www.inah.gob.mx/red-de-museos/295-museo-nacional-de-historia-castillo-de-chapultepec,"difusion.mnh@inah.gob.mx, salvador_rueda@inah.gob.mx",Museodehistoria,-99.18204,19.42036,http://sic.gob.mx/ficha.php?table=museo&table_id=673,05/05/2021 06:30
970,"Museo del Caracol, Galería de Historia",Historia,01/11/1960,Secretaría de Cultura/INAH,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo,Rampa de acceso al Castillo de Chapultepec s/n,"Col. San Miguel Chapultepec,  1ra. sección",11580,"55 4040  5241 ,  55 4040   5247",http://www.inah.gob.mx/es/red-de-museos/264-museo-del-caracol-galeria-de-historia,,gale_historia.museo@inah.gob.mx,,-99.1833,19.41895,http://sic.gob.mx/ficha.php?table=museo&table_id=970,23/04/2020 08:29
2025,Museo Histórico de Palacio Nacional ,Historia,22/06/2018,Secretaría de Hacienda y Crédito Público,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Calle de Moneda s/n,Centro,6066,"55 3688 1261, 55 3688 1666",,https://www.facebook.com/arteyculturashcp/,gabriela_manriquez@hacienda.gob.mx,,-99.13137,19.43285,http://sic.gob.mx/ficha.php?table=museo&table_id=2025,23/04/2020 15:17
974,Museo de Sitio Recinto de Homenaje a Don Benito Juárez,Historia,18/07/1957,Secretaría de Hacienda y Crédito Público (SHCP),9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Plaza de la Constitución s/n,Centro,6066,(55) 3688 1371,https://www.gob.mx/shcp/articulos/el-recinto-homenaje-a-don-benito-juarez-es-un-espacio-creado-para-honrar-la-memoria-del-benemerito-de-las-americas?idiom=es,http://www.hacienda.gob.mx/difusion_cultural/recinto_benito_juarez/Paginas/presentacion.aspx,difusioncultural@hacienda.gob.mx,,-99.13156,19.43257,http://sic.gob.mx/ficha.php?table=museo&table_id=974,29/04/2020 07:41
1811,Museo del Heroico Colegio Militar,Historia,06/04/2016,Secretaría de la Defensa Nacional (SEDENA),9,Ciudad de México,12,Tlalpan,1,Tlalpan,Carr. México-Cuernavaca km. 22,Col. San Pedro Mártir,14640,"55 5676 5044 exts. 317, 318",,,,,-99.15019,19.25456,http://sic.gob.mx/ficha.php?table=museo&table_id=1811,02/06/2021 04:32
972,Museo del Ejército y Fuerza Aérea Mexicanos de Bethlemitas (Cerrado Temporalmente),Historia,15/09/1991,Secretaría de la Defensa Nacional (SEDENA),9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Filomeno Mata 6,Centro,6060,(55) 5512 3215,,http://www.gob.mx/sedena/acciones-y-programas/atencion-al-publico-del-ejercito-y-fuerza-aerea-mexicanos-capilla-del-ex-convento-de-bethlemitas,bethlemitas14@gmail.com,,-99.13895,19.43558,http://sic.gob.mx/ficha.php?table=museo&table_id=972,28/04/2020 08:44
1874,Museo del Centenario del Ejército Mexicano,Historia,19/11/2013,Secretaría de la Defensa Nacional (SEDENA),9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo,Blvd. Manuel Ávila Camacho esq. Av. Industria Militar,Col. Lomas de Sotelo,11200,55 2122 8800 ext. 8808,http://www.gob.mx/sedena/acciones-y-programas/museo-del-centenario-del-ejercito-mexicano,,,,-99.21577,19.44041,http://sic.gob.mx/ficha.php?table=museo&table_id=1874,21/04/2020 09:56
977,Museo Nacional de la Cartografía,Historia,19/02/2000,Secretaría de la Defensa Nacional (SEDENA)/Dirección General de Archivo e Historia,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo,Av. Observatorio 94,Col. Tacubaya,11870,(55) 5272 6686,http://www.gob.mx/sedena/acciones-y-programas/museo-nacional-de-la-cartografia,,mus_carto@mail.sedena.gob.mx ,,-99.19191,19.40427,http://sic.gob.mx/ficha.php?table=museo&table_id=977,28/03/2019 08:09
1232,Museo de Caballería,Historia,16/04/2006,Secretaría de la Defensa Nacional (SEDENA)/Dirección General de Archivo e Historia,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo,"Av. México Tacuba, Campo Militar 1-B",Col. Popotla,11411,(55) 5396 5975,http://www.gob.mx/sedena/acciones-y-programas/museo-de-caballeria,,mus_cab@mail.sedena.gob.mx,,-99.17576,19.45087,http://sic.gob.mx/ficha.php?table=museo&table_id=1232,14/03/2019 09:00
759,Museo del Policía de la Ciudad de México,Historia,15/07/1991,Secretaría de Seguridad Pública de la Ciudad de México,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Calle Victoria 82,Centro Histórico,6010,55 5518 7693,,,museodelpolicia@gmail.com,,-99.14657,19.43207,http://sic.gob.mx/ficha.php?table=museo&table_id=759,24/04/2020 13:48
689,Museo Postal,Historia,25/02/1920,SEPOMEX/Secretaría de Comunicaciones y Transportes,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,"Tacuba 1, piso 2",Centro Histórico,6000,55  5510 2999,,,,,-99.14024,19.43573,http://sic.gob.mx/ficha.php?table=museo&table_id=689,17/05/2021 08:12
1079,Museo de Sitio Recinto Parlamentario,Historia,31/01/1972,SHCP/Dirección General de Promoción Cultural y Acervo Patrimonial,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Plaza de la Constitución s/n,Centro Histórico,6066,"55 3688 1371, 55 3688 1360",,,carlos_mujica@hacienda.gob.mx,,-99.13151,19.43248,http://sic.gob.mx/ficha.php?table=museo&table_id=1079,23/04/2020 13:01
1114,Museo Ferrocarrilero Víctor Flores Morales,Historia,17/07/2001,Sindicato de Trabajadores Ferrocarrileros de la República Mexicana,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Av. Ricardo Flores Magón 206,Col. Guerrero,6300,(55) 5597 1009,,,museoferrovm@gmail.com; marquezgonzalez@hotmail.com,,-99.15125,19.45383,http://sic.gob.mx/ficha.php?table=museo&table_id=1114,07/05/2020 17:31
1780,Museo del Bicentenario ,Historia,12/10/2010,Torre Latinoamericana,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Eje Central Lázaro Cárdenas 2 piso 36,Centro,6000,(55) 5518 7423 ext. 416302,http://torrelatinoamericana.com.mx/museo-bicentenario/,,rhernandez@torrelatino.com,,-99.14075,19.43377,http://sic.gob.mx/ficha.php?table=museo&table_id=1780,23/04/2020 12:06
1600,Museo Memorial del 68,Historia,22/10/2007,UNAM/Centro Cultural Universitario Tlatelolco,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Ricardo Flores Magón 1,Col. Nonoalco Tlatelolco,6995,55 5117 2818 ext. 49691,https://www.timeoutmexico.mx/ciudad-de-mexico/arte/m68-memorial-del-68-museo-de-los-movimientos-sociales,https://www.facebook.com/groups/703694573032898/,ccutlatelolco@gmail.com,,-99.13712,19.44988,http://sic.gob.mx/ficha.php?table=museo&table_id=1600,23/04/2020 11:53
1516,Museo de las Constituciones,Historia,10/08/2011,UNAM/Coordinación de Humanidades,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Calle Del Carmen s/n esq. San Ildefonso,Centro Histórico,6010,(55) 5702 6956,http://www.museodelasconstituciones.unam.mx/,,museoconstituciones@gmail.com,,-99.12912,19.43649,http://sic.gob.mx/ficha.php?table=museo&table_id=1516,30/06/2020 06:39
1893,Museo UNAM Hoy,Historia,05/11/2015,UNAM/Instituto de Investigaciones sobre la Universidad y la Educación (IISUE),9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Moneda 2,Centro Histórico,6010,55 5665 1661,http://www.iisue.unam.mx/museo/,,museounamhoy@gmail.com,IISUE_UNAM,-99.13173,19.43367,http://sic.gob.mx/ficha.php?table=museo&table_id=1893,08/03/2021 04:14
1547,Museo de la Casa de Cultura de la UAEMéx ,Historia,03/03/1984,Universidad Autónoma del Estado de México,9,Ciudad de México,12,Tlalpan,1,Tlalpan,Av. Triunfo de la Libertad 9 Bis,Col. Tlalpan,14000,(55) 5513 5802,,https://es-la.facebook.com/CCTUAEMex,ctlalpan.uaemex@gmail.com,,-99.16814,19.28634,http://sic.gob.mx/ficha.php?table=museo&table_id=1547,22/04/2019 06:11
535,Museo Regional Altepepialcalli,TND,04/05/1996,Alcaldía Milpa Alta,9,Ciudad de México,9,Milpa Alta,1,Villa Milpa Alta,Av. Yucatán Nte. s/n,Col. Villa Milpa Alta,12000,55 5862 3150 ext. 1505,,,museoaltepepialcalli@gmail.com,,-99.02159,19.19214,http://sic.gob.mx/ficha.php?table=museo&table_id=535,08/03/2021 04:48
2110,Museo del Pulque y las pulquerías,,08/02/2019,"Asociación Nacional de Pulquerías Tradicionales, A.C.",9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,"Av. Hidalgo 107, Ex Convento de San Hipólito",Col. Guerrero,6300,55 7160 4502,https://www.mupyp.mx/es/,,museo@mupyp.mx,mupyp_mx,-99.1474,19.43777,http://sic.gob.mx/ficha.php?table=museo&table_id=2110,19/04/2021 09:30
2168,Museo Foro Valparaíso,,15/12/2019,"Banco Nacional de México, S.A.",9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Venustiano Carranza 60,Centro Histórico,6000,55 1226 4290,https://www.banamex.com/valparaiso/,,valparaiso@citibanamex.com,CitibanamexCS,-99.13628,19.43142,http://sic.gob.mx/ficha.php?table=museo&table_id=2168,29/04/2020 06:46
2064,Museo de Sitio de Chapultepec,,14/10/2018,Fideicomiso Pro Bosque de Chapultepec y Revive Chapultepec A.C.,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo,Prol. Av. Chapultepec,"Col. San Miguel Chapultepec, sección 1",11850,,,,,,-99.18149,19.4178,http://sic.gob.mx/ficha.php?table=museo&table_id=2064,12/01/2021 10:37
2066,Museo Kaluz,,23/10/2020,Fundación Cultural Kalux,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Av. Hidalgo 85,Col. Guerrero,6300,55 2345 3168,https://museokaluz.org/,,info@museokaluz.org; maregalado@kaluz.com,https://twitter.com/museokaluz,-99.14582,19.43748,http://sic.gob.mx/ficha.php?table=museo&table_id=2066,29/10/2020 09:03
2029,Museo Interactivo de la Bolsa Mexicana de Valores,,08/04/2019,Grupo BMV,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Paseo de la Reforma 255 Mezzanine,Col. Cuauhtémoc,6500,01800 288 2872 ,http://www.bmv.com.mx/es/Grupo_BMV/Experiencia_Bolsa,,,,-99.16448,19.42919,http://sic.gob.mx/ficha.php?table=museo&table_id=2029,12/04/2019 04:39
1992,Museo La Ciudad y la Torre a través de los siglos,,17/03/2006,"Miralto, S.A. de C.V.",9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,"Eje Central Lázaro Cárdenas 2, piso 38",Centro,6007,55 5518 7423,http://torrelatinoamericana.com.mx/museo-ciudad-de-mexico/  ,,rhernandez@torrelatino.com,,-99.1407,19.43397,http://sic.gob.mx/ficha.php?table=museo&table_id=1992,22/04/2020 05:29
2075,Museo Centro de la Imagen,,04/05/1994,Secretaría de Cultura,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Plaza de la Ciudadela 2 ,Centro Histórico,6040,55 4155 0850,https://centrodelaimagen.cultura.gob.mx,https://pics-ci.com.mx/,direccion_ci@cultura.gob.mx; comunicacion_ci@cultura.gob.mx,cimagen,-99.14886,19.42902,http://sic.gob.mx/ficha.php?table=museo&table_id=2075,04/05/2021 07:39
2067,Museo Salón de Cabildos del Antiguo Palacio del Ayuntamiento,,05/12/2018,Secretaría de Cultura de la Ciudad de México/Museo de la Ciudad de México,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Antiguo Palacio del Ayuntamiento<br>Plaza de la Constitución 2,Centro Histórico,6000,55 5345 8000,https://www.cultura.cdmx.gob.mx/recintos/museos/salon-de-cabildos,,salondecabildos1@gmail.com,,-99.13404,19.43162,http://sic.gob.mx/ficha.php?table=museo&table_id=2067,27/04/2020 09:07
2181,Museo Casa Presidencial Lázaro Cárdenas,,19/10/2020,Secretaría de Cultura del Gobierno de México,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo,Complejo Cultural Los Pinos,"Col. San Miguel Chapultepec, 1ra sección",11850,55 41550200 ext. 2412,https://www.gob.mx/cultura/prensa/abre-al-publico-el-museo-casa-presidencial-lazaro-cardenas-espacio-de-memoria-y-documento?idiom=es,,,,-99.19056,19.40727,http://sic.gob.mx/ficha.php?table=museo&table_id=2181,21/10/2020 09:26
2156,Museo de Sitio de la Zona Arqueológica de Mixcoac,,1000-01-01,Secretaría de Cultura/INAH,9,Ciudad de México,14,Benito Juárez,1,Benito Juárez,Pirámide 7,San Pedro de los Pinos,3800,55 606 9758,https://www.inah.gob.mx/boletines/8411-abre-inah-la-zona-arqueologica-de-mixcoac-una-ventana-al-pasado-de-la-cdmx,,,,-99.18986,19.38631,http://sic.gob.mx/ficha.php?table=museo&table_id=2156,10/09/2019 09:13
2166,Museo de la Brigada de Fusileros Paracaidistas,,03/10/2015,Secretaría de la Defensa Nacional,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo,"Av. Conscripto s/n, P-3 Campo Militar 1-A ",Col. Lomas de Sotelo    ,11619,"55 539 59 57 ext. 1602	",https://www.gob.mx/sedena/acciones-y-programas/museos-y-bibliotecas-9853,,cmte.bfp@sedena.gob.mx ,,-99.2264,19.44185,http://sic.gob.mx/ficha.php?table=museo&table_id=2166,27/04/2020 09:13
2188,Casa-Estudio Leonora Carrington (próxima apertura),,1000-01-01,Universidad Autónoma Metropolitana (UAM),9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Chihuahua 194 ,Col. Roma,6700,,https://casaleonoracarrington.uam.mx/,https://www.instagram.com/casacarrington.uam/?utm_source=ig_embed,casaleonoracarringtonuam@gmail.com,casacarrington,-99.15638,19.41801,http://sic.gob.mx/ficha.php?table=museo&table_id=2188,08/04/2021 10:34
2161,Museo Estelar,,01/11/2019,,9,Ciudad de México,14,Benito Juárez,1,Benito Juárez,Santa Margarita 519,Col. Insurgentes San Borja,3100,,https://museoestelar.com/,,contacto@museoestelar.com,,-99.17578,19.38186,http://sic.gob.mx/ficha.php?table=museo&table_id=2161,31/10/2019 07:10
2190,Museo del Perfume MUPE,,01/07/2019,,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Tacuba 12,Centro Histórico,6010,55 5086 4633,https://museodelperfume.com.mx/,,contacto@museodelperfume.com.mx,mupe_mx,-99.13852,19.43595,http://sic.gob.mx/ficha.php?table=museo&table_id=2190,19/04/2021 11:30
2180,Museo Nacional de Energía y Tecnología (Munet) (en proceso de remodelación),,1000-01-01,,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo,Av. Grande del Bosque s/n,2da. sección del Bosque de Chapultepec,11870,55 5516 0964,https://www.gob.mx/gobmx/articulos/conoce-como-sera-el-nuevo-museo-nacional-de-energia-y-tecnologia-munet?fbclid=IwAR2czs8VUHq-0B98NCTmlXxj60fnVs9vTesT2fNNg6yIaOo5xVzsdLDSvXc,https://www.facebook.com/groups/185639578147807/?post_id=1083050298406726,,,-99.19056,19.40727,http://sic.gob.mx/ficha.php?table=museo&table_id=2180,01/09/2020 06:51
1457,Museo de las Momias de San Antonio de las Alazanas,Antropologia,31/10/2010,Secretaría de Cultura de Coahuila,5,Coahuila de Zaragoza,4,Arteaga,107,San Antonio de las Alazanas,Othón Figueroa s/n,,25370,(844) 483 95 72,,,turismo_arteaga@hotmail.com,,-100.54934,25.25713,http://sic.gob.mx/ficha.php?table=museo&table_id=1457,25/09/2018 07:10
1910,Museo Comunitario Los Laguneros,Antropologia,01/01/1965,"Unión Nacional de Museos Comunitarios y Ecomuseos, A.C.",5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Av. Santa María 737 Pte.,Centro,32880,(871) 712 65 48,,,javiervargasoto@hotmail.com.mx,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1910,10/03/2017 12:35
953,Museo Comunitario de la Casa de la Cultura de Francisco I. Madero,Arqueologia,01/11/1987,Ayuntamiento de Francisco I. Madero,5,Coahuila de Zaragoza,9,Francisco I. Madero,1,Francisco I. Madero (Chávez),Av. Vicente Guerrero s/n esq. Durango,Col. Benito Juárez,27900,(872) 773 02 92,,,casadelacultura.madero@hotmail.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=953,02/05/2018 13:59
960,Museo  Municipal  Gral. Jesús González Herrera,Arqueologia,01/01/1993,Ayuntamiento de Matamoros,5,Coahuila de Zaragoza,17,Matamoros,1,Matamoros,Calle Pabellón 10,Centro,27446,(871) 749 10 13,,https://es-la.facebook.com/MuseoMunicipalGral.JesusGlzHerrera,museomatamoros@gmail.com,,-103.23002,25.52911,http://sic.gob.mx/ficha.php?table=museo&table_id=960,02/12/2019 05:03
1644,Sala de Arqueología Profr. Carlos Cárdenas Villarreal,Arqueologia,01/08/2012,Benemérita Escuela Normal de Coahuila,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Calz. de los Maestros 858,Centro Histórico,25000,(844) 412 82 73,http://www.benc.sepc.edu.mx/museos/index_museos_benc.html,,benc.enlinea@gmail.com,,-101.00803,25.42722,http://sic.gob.mx/ficha.php?table=museo&table_id=1644,03/08/2018 05:59
951,Museo Comunitario Casa de la Cultura,Arqueologia,01/09/1987,Municipio de Francisco I. Madero,5,Coahuila de Zaragoza,9,Francisco I. Madero,1,Francisco I. Madero (Chávez),Vicente Guerrero s/n,Col. Benito Juárez,27900,(872) 773 02 92,,,casadelacultura.madero@hotmail.com,,-103.27063,25.767,http://sic.gob.mx/ficha.php?table=museo&table_id=951,26/04/2017 11:47
824,Museo Regional de la Laguna,Arqueologia,22/11/1976,Secretaría de Cultura/INAH,5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Av. Juárez s/n int. Bosque Venustiano Carranza,Centro,27000,871 713 9545 ext. 148204,http://www.inah.gob.mx/es/red-de-museos/244-museo-regional-de-la-laguna,,gretel_delapena@inah.gob.mx;  administracion.mrl.coah@inah.gob.mx,,-103.43273,25.53912,http://sic.gob.mx/ficha.php?table=museo&table_id=824,20/02/2020 08:25
1906,Museo Quinta Julio Galán Romo ,Arte,19/12/2016,"Amigos de la Cultura de Múzquiz, A.C.",5,Coahuila de Zaragoza,20,Múzquiz,1,Ciudad Melchor Múzquiz,Adolfo E. Romo 1422 Pte.,La Cascada,26340,(864) 616 65 22,http://www.carbonifera.mx/index/museo-julio-galan-romo/,https://www.facebook.com/museoquintajuliogalan/,amigosdelaculturademuzquiz@gmail.com,museoquintajuliogalan,-101.51652,27.87755,http://sic.gob.mx/ficha.php?table=museo&table_id=1906,22/04/2019 05:51
898,Museo Biblioteca Harold R. Pape,Arte,14/08/1977,"Campo San Antonio Fundación Pape, A.C.",5,Coahuila de Zaragoza,18,Monclova,1,Monclova,Blvd. Harold R. Pape 505 Sur,Col. Guadalupe,25750,(866) 631 04 04,http://www.bibliotecapape.org/,,bibliotecapape@mbp.org.mx,,-101.42881,26.90036,http://sic.gob.mx/ficha.php?table=museo&table_id=898,23/08/2019 06:58
189,Museo Arocena,Arte,27/08/2006,"Centro Cultural Arocena Laguna, A.C.",5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Cepeda 354 Sur,Centro,27000,(871) 712 02 33,http://www.museoarocena.com/,,info@museoarocena.com,museoarocena,-103.46169,25.53749,http://sic.gob.mx/ficha.php?table=museo&table_id=189,14/11/2018 08:24
1639,Sala Museográfica de las Leyendas ,Arte,12/03/2013,"Complejo Museográfico Cultura y Tradiciones en Movimiento, A.C.",5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Ignacio Allende Sur 720,Centro,25000,(844) 414 31 48,,,museodelacatrina@hotmail.com ,,-101.00316,25.41642,http://sic.gob.mx/ficha.php?table=museo&table_id=1639,13/12/2018 07:03
